Time,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,AIC fold,AIC hopf
60.5,0.0024407898608458313,0.07866440192983763,-0.6263397865822099,0.35264287962356267,,
61.0,0.002437812479188453,0.06960032109965311,-0.6244462082583304,0.3534377056164305,,
61.5,0.002476846656288639,0.06939265837446751,-0.6245186811054577,0.35516233666285774,,
62.0,0.0024757818464399965,0.07103633016324472,-0.6234935811940947,0.35314701524960407,9.235650804197205e-05,0.9998606077857028
62.5,0.0024986803856526024,0.0628923452088224,-0.6295030946005007,0.3582462694911358,,
63.0,0.002502663479356903,0.06090612052084051,-0.6319263584547016,0.3535605922330365,,
63.5,0.0025727985084978565,0.07007392950610013,-0.6355800084799554,0.3616130677176649,,
64.0,0.0025894400733548787,0.06673090160255454,-0.6356108359493511,0.365561956527723,,
64.5,0.0026738256856276977,0.06318873299754554,-0.6459447972034321,0.3709033783352561,1.679013904277736e-10,0.9999999994263815
65.0,0.0027114706942228074,0.053965490951440875,-0.6497582642999048,0.3794266168067235,,
65.5,0.0028458074008688083,0.05616946399956618,-0.6603651051189832,0.39621209729009643,,
66.0,0.002903432498129678,0.04752300352247825,-0.6685435185347022,0.40063835556568905,,
66.5,0.0030037929544815393,0.049130119933581476,-0.6825364385786935,0.41623442720838427,,
67.0,0.0030534888123261556,0.042472299837554066,-0.6934722399744963,0.43184207150286114,7.024989774464091e-10,0.9999999985866411
67.5,0.003109170913443811,0.033411595243401884,-0.7035995011258402,0.45146323582575676,,
68.0,0.0032056023379897413,0.03524985084140595,-0.7062330428469623,0.46836534355643256,,
68.5,0.0032305612730586567,0.021213862016953067,-0.7109208185000401,0.4719546497038388,,
69.0,0.0032940970743898803,0.017248584556591125,-0.7183041541108739,0.48354015036223486,,
69.5,0.0033423723172158874,0.017296057881057453,-0.7155452153795087,0.48098827394949345,4.4929869036518967e-13,0.999999999999082
70.0,0.0033798871755164896,0.013393656690398362,-0.7160959345889426,0.48226742890779023,,
70.5,0.0034042237774449687,0.012734491019963,-0.7166052629857821,0.48994261327377464,,
71.0,0.003444299389794145,0.009655272214095397,-0.7175531810502757,0.5014518051807231,,
71.5,0.0034827664348951173,0.005429291263587649,-0.7152225580648333,0.49783486656069337,,
72.0,0.0035683285334442622,0.017007387688829662,-0.7236566833584356,0.5189185385203618,3.687713277203219e-11,0.9999999999140785
72.5,0.0035790675717046008,0.007115389755564841,-0.724078694460333,0.5229484554434427,,
73.0,0.0036968692962148428,0.013699514592846046,-0.7290390877968661,0.5263527729033102,,
73.5,0.003697980027739259,0.004984364823544624,-0.7297623040457026,0.5260547145835488,,
74.0,0.0037514736162392232,0.012751385315491076,-0.7333586999875334,0.5413060420862816,,
74.5,0.003855840289651443,0.010378638759451818,-0.7384987907824568,0.5457336204314605,1.0922721094188252e-08,0.9999999508997828
75.0,0.003928480148748914,0.007925635687255784,-0.7439994090297837,0.550841424055227,,
75.5,0.004153880969572196,0.003982506551757914,-0.7543320918762715,0.5588244663073185,,
76.0,0.004242084716290414,-0.0022607225543818735,-0.7596733273870266,0.5724005295916006,,
76.5,0.00439652626845905,-0.0012723147680923212,-0.763071704188207,0.5756274709445596,,
77.0,0.0044366078596675355,-0.008496045762605497,-0.7663355015254438,0.5786890328329088,2.52190905712389e-06,0.9999940257391611
77.5,0.004600958847406735,-0.004611694744521719,-0.772539935764011,0.5846124029068033,,
78.0,0.004627606196808486,-0.009998575220289156,-0.7769775683765751,0.5903479846798154,,
78.5,0.004742606936435077,-0.004554324859021908,-0.7793466929754853,0.5990470912222687,,
79.0,0.004807689484515503,-0.01563284438059042,-0.7806112482303957,0.6045626700615032,,
79.5,0.004920587688848044,-0.0029974543269173414,-0.7820157909307273,0.6093207401372156,3.160230289262246e-09,0.9999999914486548
80.0,0.005015749063359059,-0.01943895995320097,-0.7850895028228213,0.6186758744126373,,
80.5,0.005068843056273344,-0.016460782753762903,-0.7814322983192257,0.6183837510899072,,
81.0,0.005152758208705365,-0.010047619689928108,-0.7798281814172705,0.6149563908819414,,
